seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr4	53525279	53525628	350	*	X353	64854	53457127	53525502	68376	-	0	overlapStart	0	USP46
chr4	54930512	54930842	331	*	X354	26511	54875958	54930815	54858	-	0	overlapStart	0	CHIC2
chr4	71705204	71705557	354	*	X355	2926	71681499	71705627	24129	-	0	inside	69	GRSF1
chr4	78740603	78740790	188	*	X356	246175	78634541	78740544	106004	-	58	upstream	58	CNOT6L
chr4	78740864	78741184	321	*	X357	246175	78634541	78740544	106004	-	319	upstream	319	CNOT6L
chr1	89990267	89990350	84	*	X358	23507	89990397	90063420	73024	+	46	upstream	46	LRRC8B
chr1	89990437	89990750	314	*	X359	23507	89990397	90063420	73024	+	0	inside	39	LRRC8B
chr1	90286525	90287170	646	*	X360	55144	90286573	90401989	115417	+	0	overlapStart	0	LRRC8D
chr12	133066801	133067295	495	*	X362	57666	133067157	133161773	94617	+	0	overlapStart	0	FBRSL1
chr22	29075568	29075978	411	*	X363	23331	28374002	29075853	701852	-	0	overlapStart	0	TTC28
chr12	121078646	121079178	533	*	X364	9478	121078422	121105127	26706	+	0	inside	223	CABP1
chr12	116715596	116715945	350	*	X365	23389	116396381	116714991	318611	-	604	upstream	604	MED13L
chr12	116714755	116715355	601	*	X366	23389	116396381	116714991	318611	-	0	overlapStart	0	MED13L
chr12	124456434	124457250	817	*	X369	100533183	124457762	124800570	342809	+	511	upstream	511	ZNF664-RFLNA
chr12	124456434	124457250	817	*	X369	144348	124457762	124499986	42225	+	511	upstream	511	ZNF664
chr12	124456434	124457250	817	*	X369	80212	124420955	124457163	36209	-	0	overlapStart	0	CCDC92
chr7	65338403	65338751	349	*	X370	154807	65338257	65419800	81544	+	0	inside	145	VKORC1L1
chr7	766551	766968	418	*	X371	54919	766338	826116	59779	+	0	inside	212	DNAAF5
chr7	2883606	2883876	271	*	X373	2768	2767741	2883959	116219	-	0	inside	82	GNA12
chr7	98741314	98741913	600	*	X375	57154	98625058	98741743	116686	-	0	overlapStart	0	SMURF1
chr13	26828357	26828784	428	*	X376	1024	26828756	26978569	149814	+	0	overlapStart	0	CDK8
chr13	27745533	27745939	407	*	X377	219333	27640287	27746033	105747	-	0	inside	93	USP12
chr13	28712600	28713074	475	*	X378	100288730	28710980	28713311	2332	-	0	inside	236	PAN3-AS1
chr13	28712600	28713074	475	*	X378	255967	28712643	28869475	156833	+	0	overlapStart	0	PAN3
chr7	116593446	116594039	594	*	X379	338069	116593953	116599867	5915	+	0	overlapStart	0	ST7-OT4
chr7	116593446	116594039	594	*	X379	7982	116593381	116870075	276695	+	0	inside	64	ST7
chr7	138665917	138666145	229	*	X381	57670	138516127	138666064	149938	-	0	overlapStart	0	KIAA1549
chr7	138666386	138666388	3	*	X382	57670	138516127	138666064	149938	-	321	upstream	321	KIAA1549
chr7	138916279	138916852	574	*	X383	254048	138916231	138992982	76752	+	0	inside	47	UBN2
chr7	149157518	149158048	531	*	X385	27153	149128454	149158053	29600	-	0	inside	4	ZNF777
chr7	24612884	24613422	539	*	X386	51678	24613085	24727498	114414	+	0	overlapStart	0	MPP6
chr2	85197675	85198176	502	*	X387	56888	85198231	85286595	88365	+	54	upstream	54	KCMF1
chr2	73340243	73340258	16	*	X388	26056	73300510	73340146	39637	-	96	upstream	96	RAB11FIP5
chr2	70314680	70314910	231	*	X389	400960	70189395	70314147	124753	-	532	upstream	532	PCBP1-AS1
chr2	70314680	70314910	231	*	X389	5093	70314585	70316334	1750	+	0	inside	94	PCBP1
chr3	129325250	129325519	270	*	X391	23129	129274056	129325582	51527	-	0	inside	62	PLXND1
chr12	1703175	1703998	824	*	X392	144699	1675159	1703331	28173	-	0	overlapStart	0	FBXL14
chr22	17601340	17602054	715	*	X393	27439	17597189	17602257	5069	-	0	inside	202	TMEM121B
chr12	6875583	6876017	435	*	X396	5763	6875541	6880118	4578	+	0	inside	41	PTMS
chr12	10875589	10875956	368	*	X397	8531	10851676	10875953	24278	-	0	overlapStart	0	YBX3
chr12	12419410	12420087	678	*	X398	4040	12268961	12419811	150851	-	0	overlapStart	0	LRP6
chr12	19592451	19592776	326	*	X399	121536	19592608	19675173	82566	+	0	overlapStart	0	AEBP2
chr19	41305095	41305383	289	*	X402	112398	41305048	41314346	9299	+	0	inside	46	EGLN2
chr19	41196102	41196591	490	*	X403	9253	41171812	41196556	24745	-	0	overlapStart	0	NUMBL
chr19	30302884	30303005	122	*	X405	898	30302901	30315215	12315	+	0	overlapStart	0	CCNE1
chr15	99191453	99191991	539	*	X408	3480	99192761	99507759	314999	+	769	upstream	769	IGF1R
chr15	93426126	93426525	400	*	X409	100507217	93426073	93441977	15905	+	0	inside	52	CHASERR
chr15	89877646	89878061	416	*	X410	5428	89859536	89878026	18491	-	0	overlapStart	0	POLG
chr15	91073071	91073633	563	*	X411	64784	91073118	91188577	115460	+	0	overlapStart	0	CRTC3
chr15	85291812	85292060	249	*	X412	9640	85291818	85349663	57846	+	0	overlapStart	0	ZNF592
chr15	82339208	82339388	181	*	X413	84206	82334119	82338484	4366	-	723	upstream	723	MEX3B
chr15	81293349	81294096	748	*	X414	59274	81293295	81296345	3051	+	0	inside	53	TLNRD1
chr15	80987497	80988093	597	*	X415	58489	80987652	81047962	60311	+	0	overlapStart	0	ABHD17C
chr11	72853284	72853487	204	*	X418	9873	72547790	72853143	305354	-	140	upstream	140	FCHSD2
chr11	72853128	72853199	72	*	X419	9873	72547790	72853143	305354	-	0	overlapStart	0	FCHSD2
chr11	9595321	9595697	377	*	X420	7465	9595228	9611313	16086	+	0	inside	92	WEE1
chr16	28303489	28303659	171	*	X421	388228	28303840	28335170	31331	+	180	upstream	180	SBK1
chr16	28303814	28303961	148	*	X422	388228	28303840	28335170	31331	+	0	overlapStart	0	SBK1
chr11	535153	535493	341	*	X425	3265	532242	535550	3309	-	0	inside	56	HRAS
chr11	1593120	1593508	389	*	X426	1850	1575281	1593150	17870	-	0	overlapStart	0	DUSP8
chr11	1593120	1593508	389	*	X426	338651	1593971	1620414	26444	+	462	upstream	462	KRTAP5-AS1
chr13	110439252	110439662	411	*	X427	8660	110406184	110438914	32731	-	337	upstream	337	IRS2
chr13	111365643	111366440	798	*	X428	79587	111293757	111365950	72194	-	0	overlapStart	0	CARS2
chr13	114239048	114239615	568	*	X429	7027	114239003	114295788	56786	+	0	inside	44	TFDP1
chr8	37553114	37553204	91	*	X430	80139	37553301	37556396	3096	+	96	upstream	96	ZNF703
chr8	30890837	30890954	118	*	X431	29942	30853321	30891231	37911	-	0	inside	276	PURG
chr8	30890837	30890954	118	*	X431	7486	30890778	31031277	140500	+	0	inside	58	WRN
chr8	30890587	30890710	124	*	X432	7486	30890778	31031277	140500	+	67	upstream	67	WRN
chr8	9413497	9413828	332	*	X433	8658	9413445	9639856	226412	+	0	inside	51	TNKS
chr8	12612308	12613027	720	*	X434	91694	12579406	12612992	33587	-	0	overlapStart	0	LONRF1
chr8	17013897	17014265	369	*	X435	51201	17013836	17080241	66406	+	0	inside	60	ZDHHC2
chr4	184365358	184365364	7	*	X437	55602	184365789	184369049	3261	+	424	upstream	424	CDKN2AIP
chr19	18548096	18548943	848	*	X438	51477	18545198	18549111	3914	-	0	inside	167	ISYNA1
chr19	16682884	16683189	306	*	X439	79939	16660648	16683193	22546	-	0	inside	3	SLC35E1
chr4	146100721	146101255	535	*	X441	54726	146054802	146100832	46031	-	0	overlapStart	0	OTUD4
chr19	14317107	14317705	599	*	X442	22859	14258549	14316997	58449	-	109	upstream	109	ADGRL1
chr19	13106830	13107153	324	*	X445	4784	13106584	13209610	103027	+	0	inside	245	NFIX
chr16	58497570	58497793	224	*	X446	65009	58497549	58547523	49975	+	0	inside	20	NDRG4
chr16	70285404	70285852	449	*	X447	118460	70284134	70285833	1700	-	0	overlapStart	0	EXOSC6
chr16	81478170	81478222	53	*	X448	80790	81478775	81745367	266593	+	552	upstream	552	CMIP
chr16	81478391	81478739	349	*	X449	80790	81478775	81745367	266593	+	35	upstream	35	CMIP
chr16	81478780	81478839	60	*	X450	80790	81478775	81745367	266593	+	0	inside	4	CMIP
chr16	83932712	83933175	464	*	X451	23417	83932730	83949787	17058	+	0	overlapStart	0	MLYCD
chr16	88519960	88520267	308	*	X453	161882	88520014	88601574	81561	+	0	overlapStart	0	ZFPM1
chr16	89556509	89557020	512	*	X454	29123	89334029	89556969	222941	-	0	overlapStart	0	ANKRD11
chr1	234614072	234614673	602	*	X455	6894	234527059	234614849	87791	-	0	inside	175	TARBP1
chr1	234744694	234745271	578	*	X456	359948	234740015	234745271	5257	-	0	inside	0	IRF2BP2
chr11	125932635	125933059	425	*	X457	50937	125826713	125933187	106475	-	0	inside	127	CDON
chr11	118307186	118307505	320	*	X458	4297	118307205	118397539	90335	+	0	overlapStart	0	KMT2A
chr15	72766720	72767127	408	*	X459	25820	72766667	72878896	112230	+	0	inside	52	ARIH1
chr15	56535901	56536147	247	*	X460	64864	56379479	56535483	156005	-	417	upstream	417	RFX7
chr15	56536248	56536287	40	*	X461	64864	56379479	56535483	156005	-	764	upstream	764	RFX7
chr15	52311523	52311907	385	*	X462	5597	52311411	52358462	47052	+	0	inside	111	MAPK6
chr6	86353345	86353658	314	*	X464	10492	86317502	86353043	35542	-	301	upstream	301	SYNCRIP
chr3	52090646	52090735	90	*	X465	1849	52082937	52090461	7525	-	184	upstream	184	DUSP7
chr3	52090208	52090460	253	*	X466	1849	52082937	52090461	7525	-	0	inside	0	DUSP7
chr3	51428722	51429118	397	*	X467	29890	51428699	51435336	6638	+	0	inside	22	RBM15B
chr3	47205066	47205465	400	*	X468	285352	47205860	47285606	79747	+	394	upstream	394	KIF9-AS1
chr3	47205066	47205465	400	*	X468	29072	47057898	47205467	147570	-	0	inside	1	SETD2
chr3	38495553	38495828	276	*	X469	93	38495790	38534633	38844	+	0	overlapStart	0	ACVR2B
chr3	45266879	45267748	870	*	X470	25907	45265956	45267814	1859	-	0	inside	65	TMEM158
chrX	24167684	24168103	420	*	X472	100873922	24164342	24167771	3430	-	0	overlapStart	0	ZFX-AS1
chrX	24167684	24168103	420	*	X472	7543	24167762	24234372	66611	+	0	overlapStart	0	ZFX
